"TIME","GEO","S_ADJ","AGE","SEX","Value","Flag and Footnotes"
"2007","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Females","4.0",""
"2007","Latvia","Not seasonally adjusted data","Total","Total","6.1",""
"2007","Latvia","Not seasonally adjusted data","Total","Males","6.5",""
"2007","Latvia","Not seasonally adjusted data","Total","Females","5.6",""
"2007","Latvia","Not seasonally adjusted data","Less than 25 years","Total","10.6",""
"2007","Latvia","Not seasonally adjusted data","Less than 25 years","Males","11.0",""
"2007","Latvia","Not seasonally adjusted data","Less than 25 years","Females","9.9",""
"2007","Latvia","Not seasonally adjusted data","From 25 to 74 years","Total","5.4",""
"2007","Latvia","Not seasonally adjusted data","From 25 to 74 years","Males","5.7",""
"2007","Latvia","Not seasonally adjusted data","From 25 to 74 years","Females","5.0",""
"2007","Lithuania","Not seasonally adjusted data","Total","Total","4.3",""
"2007","Lithuania","Not seasonally adjusted data","Total","Males","4.2",""
"2007","Lithuania","Not seasonally adjusted data","Total","Females","4.3",""
"2007","Lithuania","Not seasonally adjusted data","Less than 25 years","Total","8.4",""
"2007","Lithuania","Not seasonally adjusted data","Less than 25 years","Males","7.0",""
"2007","Lithuania","Not seasonally adjusted data","Less than 25 years","Females","10.4",""
"2007","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Total","3.9",""
"2007","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Males","3.9",""
"2007","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Females","3.9",""
"2007","Luxembourg","Not seasonally adjusted data","Total","Total","4.2",""
"2007","Luxembourg","Not seasonally adjusted data","Total","Males","3.4",""
"2007","Luxembourg","Not seasonally adjusted data","Total","Females","5.1",""
"2007","Luxembourg","Not seasonally adjusted data","Less than 25 years","Total","15.6",""
"2007","Luxembourg","Not seasonally adjusted data","Less than 25 years","Males","13.8",""
"2007","Luxembourg","Not seasonally adjusted data","Less than 25 years","Females","18.2",""
"2007","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Total","3.3",""
"2007","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Males","2.6",""
"2007","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Females","4.2",""
"2007","Hungary","Not seasonally adjusted data","Total","Total","7.4",""
"2007","Hungary","Not seasonally adjusted data","Total","Males","7.1",""
"2007","Hungary","Not seasonally adjusted data","Total","Females","7.7",""
"2007","Hungary","Not seasonally adjusted data","Less than 25 years","Total","18.1",""
"2007","Hungary","Not seasonally adjusted data","Less than 25 years","Males","17.6",""
"2007","Hungary","Not seasonally adjusted data","Less than 25 years","Females","18.6",""
"2007","Hungary","Not seasonally adjusted data","From 25 to 74 years","Total","6.5",""
"2007","Hungary","Not seasonally adjusted data","From 25 to 74 years","Males","6.2",""
"2007","Hungary","Not seasonally adjusted data","From 25 to 74 years","Females","6.8",""
"2007","Malta","Not seasonally adjusted data","Total","Total","6.5",""
"2007","Malta","Not seasonally adjusted data","Total","Males","5.8",""
"2007","Malta","Not seasonally adjusted data","Total","Females","7.9",""
"2007","Malta","Not seasonally adjusted data","Less than 25 years","Total","13.5",""
"2007","Malta","Not seasonally adjusted data","Less than 25 years","Males","15.0",""
"2007","Malta","Not seasonally adjusted data","Less than 25 years","Females","11.8",""
"2007","Malta","Not seasonally adjusted data","From 25 to 74 years","Total","4.9",""
"2007","Malta","Not seasonally adjusted data","From 25 to 74 years","Males","4.2",""
"2007","Malta","Not seasonally adjusted data","From 25 to 74 years","Females","6.5",""
"2007","Netherlands","Not seasonally adjusted data","Total","Total","4.2",""
"2007","Netherlands","Not seasonally adjusted data","Total","Males","3.3",""
"2007","Netherlands","Not seasonally adjusted data","Total","Females","5.2",""
"2007","Netherlands","Not seasonally adjusted data","Less than 25 years","Total","9.4",""
"2007","Netherlands","Not seasonally adjusted data","Less than 25 years","Males","9.4",""
"2007","Netherlands","Not seasonally adjusted data","Less than 25 years","Females","9.3",""
"2007","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Total","3.2",""
"2007","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Males","2.2",""
"2007","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Females","4.4",""
"2007","Austria","Not seasonally adjusted data","Total","Total","4.9",""
"2007","Austria","Not seasonally adjusted data","Total","Males","4.5",""
"2007","Austria","Not seasonally adjusted data","Total","Females","5.3",""
"2007","Austria","Not seasonally adjusted data","Less than 25 years","Total","9.4",""
"2007","Austria","Not seasonally adjusted data","Less than 25 years","Males","9.3",""
"2007","Austria","Not seasonally adjusted data","Less than 25 years","Females","9.6",""
"2007","Austria","Not seasonally adjusted data","From 25 to 74 years","Total","4.1",""
"2007","Austria","Not seasonally adjusted data","From 25 to 74 years","Males","3.7",""
"2007","Austria","Not seasonally adjusted data","From 25 to 74 years","Females","4.6",""
"2007","Poland","Not seasonally adjusted data","Total","Total","9.6",""
"2007","Poland","Not seasonally adjusted data","Total","Males","9.0",""
"2007","Poland","Not seasonally adjusted data","Total","Females","10.3",""
"2007","Poland","Not seasonally adjusted data","Less than 25 years","Total","21.6",""
"2007","Poland","Not seasonally adjusted data","Less than 25 years","Males","20.0",""
"2007","Poland","Not seasonally adjusted data","Less than 25 years","Females","23.7",""
"2007","Poland","Not seasonally adjusted data","From 25 to 74 years","Total","8.1",""
"2007","Poland","Not seasonally adjusted data","From 25 to 74 years","Males","7.6",""
"2007","Poland","Not seasonally adjusted data","From 25 to 74 years","Females","8.7",""
"2007","Portugal","Not seasonally adjusted data","Total","Total","9.1","e"
"2007","Portugal","Not seasonally adjusted data","Total","Males","8.7","e"
"2007","Portugal","Not seasonally adjusted data","Total","Females","9.6","e"
"2007","Portugal","Not seasonally adjusted data","Less than 25 years","Total","21.4","e"
"2007","Portugal","Not seasonally adjusted data","Less than 25 years","Males","18.9","e"
"2007","Portugal","Not seasonally adjusted data","Less than 25 years","Females","24.6","e"
"2007","Portugal","Not seasonally adjusted data","From 25 to 74 years","Total","7.8","e"
"2007","Portugal","Not seasonally adjusted data","From 25 to 74 years","Males","7.5","e"
"2007","Portugal","Not seasonally adjusted data","From 25 to 74 years","Females","8.1","e"
"2007","Romania","Not seasonally adjusted data","Total","Total","6.4",""
"2007","Romania","Not seasonally adjusted data","Total","Males","7.2",""
"2007","Romania","Not seasonally adjusted data","Total","Females","5.2",""
"2007","Romania","Not seasonally adjusted data","Less than 25 years","Total","19.3",""
"2007","Romania","Not seasonally adjusted data","Less than 25 years","Males","20.3",""
"2007","Romania","Not seasonally adjusted data","Less than 25 years","Females","17.6",""
"2007","Romania","Not seasonally adjusted data","From 25 to 74 years","Total","4.9",""
"2007","Romania","Not seasonally adjusted data","From 25 to 74 years","Males","5.6",""
"2007","Romania","Not seasonally adjusted data","From 25 to 74 years","Females","4.0",""
"2007","Slovenia","Not seasonally adjusted data","Total","Total","4.9",""
"2007","Slovenia","Not seasonally adjusted data","Total","Males","4.0",""
"2007","Slovenia","Not seasonally adjusted data","Total","Females","5.9",""
"2007","Slovenia","Not seasonally adjusted data","Less than 25 years","Total","10.1",""
"2007","Slovenia","Not seasonally adjusted data","Less than 25 years","Males","9.4",""
"2007","Slovenia","Not seasonally adjusted data","Less than 25 years","Females","11.2",""
"2007","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Total","4.2",""
"2007","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Males","3.3",""
"2007","Slovenia","Not seasonally adjusted data","From 25 to 74 years","Females","5.3",""
"2007","Slovakia","Not seasonally adjusted data","Total","Total","11.2",""
"2007","Slovakia","Not seasonally adjusted data","Total","Males","10.0",""
"2007","Slovakia","Not seasonally adjusted data","Total","Females","12.8",""
"2007","Slovakia","Not seasonally adjusted data","Less than 25 years","Total","20.6",""
"2007","Slovakia","Not seasonally adjusted data","Less than 25 years","Males","20.6",""
"2007","Slovakia","Not seasonally adjusted data","Less than 25 years","Females","20.7",""
"2007","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Total","10.1",""
"2007","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Males","8.6",""
"2007","Slovakia","Not seasonally adjusted data","From 25 to 74 years","Females","11.8",""
"2007","Finland","Not seasonally adjusted data","Total","Total","6.9",""
"2007","Finland","Not seasonally adjusted data","Total","Males","6.5",""
"2007","Finland","Not seasonally adjusted data","Total","Females","7.2",""
"2007","Finland","Not seasonally adjusted data","Less than 25 years","Total","16.5",""
"2007","Finland","Not seasonally adjusted data","Less than 25 years","Males","16.4",""
"2007","Finland","Not seasonally adjusted data","Less than 25 years","Females","16.6",""
"2007","Finland","Not seasonally adjusted data","From 25 to 74 years","Total","5.4",""
"2007","Finland","Not seasonally adjusted data","From 25 to 74 years","Males","5.2",""
"2007","Finland","Not seasonally adjusted data","From 25 to 74 years","Females","5.7",""
"2007","Sweden","Not seasonally adjusted data","Total","Total","6.1",""
"2007","Sweden","Not seasonally adjusted data","Total","Males","5.9",""
"2007","Sweden","Not seasonally adjusted data","Total","Females","6.5",""
"2007","Sweden","Not seasonally adjusted data","Less than 25 years","Total","19.2",""
"2007","Sweden","Not seasonally adjusted data","Less than 25 years","Males","18.7",""
"2007","Sweden","Not seasonally adjusted data","Less than 25 years","Females","19.8",""
"2007","Sweden","Not seasonally adjusted data","From 25 to 74 years","Total","4.3",""
"2007","Sweden","Not seasonally adjusted data","From 25 to 74 years","Males","4.1",""
"2007","Sweden","Not seasonally adjusted data","From 25 to 74 years","Females","4.4",""
"2007","United Kingdom","Not seasonally adjusted data","Total","Total","5.3",""
"2007","United Kingdom","Not seasonally adjusted data","Total","Males","5.5",""
"2007","United Kingdom","Not seasonally adjusted data","Total","Females","5.0",""
"2007","United Kingdom","Not seasonally adjusted data","Less than 25 years","Total","14.3",""
"2007","United Kingdom","Not seasonally adjusted data","Less than 25 years","Males","15.8",""
"2007","United Kingdom","Not seasonally adjusted data","Less than 25 years","Females","12.5",""
"2007","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Total","3.6",""
"2007","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Males","3.7",""
"2007","United Kingdom","Not seasonally adjusted data","From 25 to 74 years","Females","3.5",""
"2007","Iceland","Not seasonally adjusted data","Total","Total","2.3",""
"2007","Iceland","Not seasonally adjusted data","Total","Males","2.3",""
"2007","Iceland","Not seasonally adjusted data","Total","Females","2.3",""
"2007","Iceland","Not seasonally adjusted data","Less than 25 years","Total","7.1",""
"2007","Iceland","Not seasonally adjusted data","Less than 25 years","Males","8.0",""
"2007","Iceland","Not seasonally adjusted data","Less than 25 years","Females","6.2",""
"2007","Iceland","Not seasonally adjusted data","From 25 to 74 years","Total","1.3",""
"2007","Iceland","Not seasonally adjusted data","From 25 to 74 years","Males","1.2",""
"2007","Iceland","Not seasonally adjusted data","From 25 to 74 years","Females","1.4",""
"2007","Norway","Not seasonally adjusted data","Total","Total","2.5",""
"2007","Norway","Not seasonally adjusted data","Total","Males","2.6",""
"2007","Norway","Not seasonally adjusted data","Total","Females","2.5",""
"2007","Norway","Not seasonally adjusted data","Less than 25 years","Total","7.2",""
"2007","Norway","Not seasonally adjusted data","Less than 25 years","Males","8.0",""
"2007","Norway","Not seasonally adjusted data","Less than 25 years","Females","6.5",""
"2007","Norway","Not seasonally adjusted data","From 25 to 74 years","Total","1.8",""
"2007","Norway","Not seasonally adjusted data","From 25 to 74 years","Males","1.7",""
"2007","Norway","Not seasonally adjusted data","From 25 to 74 years","Females","1.8",""
"2007","Turkey","Not seasonally adjusted data","Total","Total","9.1","b"
"2007","Turkey","Not seasonally adjusted data","Total","Males",":",""
"2007","Turkey","Not seasonally adjusted data","Total","Females",":",""
"2007","Turkey","Not seasonally adjusted data","Less than 25 years","Total","17.2","b"
"2007","Turkey","Not seasonally adjusted data","Less than 25 years","Males",":",""
"2007","Turkey","Not seasonally adjusted data","Less than 25 years","Females",":",""
"2007","Turkey","Not seasonally adjusted data","From 25 to 74 years","Total","7.3","b"
"2007","Turkey","Not seasonally adjusted data","From 25 to 74 years","Males",":",""
"2007","Turkey","Not seasonally adjusted data","From 25 to 74 years","Females",":",""
"2007","United States","Not seasonally adjusted data","Total","Total","4.6",""
"2007","United States","Not seasonally adjusted data","Total","Males","4.7",""
"2007","United States","Not seasonally adjusted data","Total","Females","4.5",""
"2007","United States","Not seasonally adjusted data","Less than 25 years","Total","10.5",""
"2007","United States","Not seasonally adjusted data","Less than 25 years","Males","11.6",""
"2007","United States","Not seasonally adjusted data","Less than 25 years","Females","9.4",""
"2007","United States","Not seasonally adjusted data","From 25 to 74 years","Total","3.6",""
"2007","United States","Not seasonally adjusted data","From 25 to 74 years","Males","3.6",""
"2007","United States","Not seasonally adjusted data","From 25 to 74 years","Females","3.6",""
"2007","Japan","Not seasonally adjusted data","Total","Total","3.8",""
"2007","Japan","Not seasonally adjusted data","Total","Males","3.9",""
"2007","Japan","Not seasonally adjusted data","Total","Females","3.7",""
"2007","Japan","Not seasonally adjusted data","Less than 25 years","Total","7.7",""
"2007","Japan","Not seasonally adjusted data","Less than 25 years","Males","8.3",""
"2007","Japan","Not seasonally adjusted data","Less than 25 years","Females","7.2",""
"2007","Japan","Not seasonally adjusted data","From 25 to 74 years","Total","3.5",""
"2007","Japan","Not seasonally adjusted data","From 25 to 74 years","Males","3.5",""
"2007","Japan","Not seasonally adjusted data","From 25 to 74 years","Females","3.3",""
"2008","Belgium","Not seasonally adjusted data","Total","Total","7.0",""
"2008","Belgium","Not seasonally adjusted data","Total","Males","6.5",""
"2008","Belgium","Not seasonally adjusted data","Total","Females","7.6",""
"2008","Belgium","Not seasonally adjusted data","Less than 25 years","Total","18.0",""
"2008","Belgium","Not seasonally adjusted data","Less than 25 years","Males","17.3",""
"2008","Belgium","Not seasonally adjusted data","Less than 25 years","Females","18.7",""
"2008","Belgium","Not seasonally adjusted data","From 25 to 74 years","Total","5.9",""
"2008","Belgium","Not seasonally adjusted data","From 25 to 74 years","Males","5.4",""
"2008","Belgium","Not seasonally adjusted data","From 25 to 74 years","Females","6.5",""
"2008","Bulgaria","Not seasonally adjusted data","Total","Total","5.6",""
"2008","Bulgaria","Not seasonally adjusted data","Total","Males","5.5",""
"2008","Bulgaria","Not seasonally adjusted data","Total","Females","5.8",""
"2008","Bulgaria","Not seasonally adjusted data","Less than 25 years","Total","11.9",""
"2008","Bulgaria","Not seasonally adjusted data","Less than 25 years","Males","12.8",""
"2008","Bulgaria","Not seasonally adjusted data","Less than 25 years","Females","10.5",""
"2008","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Total","5.0",""
"2008","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Males","4.7",""
"2008","Bulgaria","Not seasonally adjusted data","From 25 to 74 years","Females","5.4",""
"2008","Czech Republic","Not seasonally adjusted data","Total","Total","4.4",""
"2008","Czech Republic","Not seasonally adjusted data","Total","Males","3.5",""
"2008","Czech Republic","Not seasonally adjusted data","Total","Females","5.6",""
"2008","Czech Republic","Not seasonally adjusted data","Less than 25 years","Total","9.9",""
"2008","Czech Republic","Not seasonally adjusted data","Less than 25 years","Males","9.8",""
"2008","Czech Republic","Not seasonally adjusted data","Less than 25 years","Females","9.9",""
"2008","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Total","3.9",""
"2008","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Males","2.9",""
"2008","Czech Republic","Not seasonally adjusted data","From 25 to 74 years","Females","5.3",""
"2008","Denmark","Not seasonally adjusted data","Total","Total","3.4",""
"2008","Denmark","Not seasonally adjusted data","Total","Males","3.2",""
"2008","Denmark","Not seasonally adjusted data","Total","Females","3.7",""
"2008","Denmark","Not seasonally adjusted data","Less than 25 years","Total","8.0",""
"2008","Denmark","Not seasonally adjusted data","Less than 25 years","Males","7.3",""
"2008","Denmark","Not seasonally adjusted data","Less than 25 years","Females","8.7",""
"2008","Denmark","Not seasonally adjusted data","From 25 to 74 years","Total","2.6",""
"2008","Denmark","Not seasonally adjusted data","From 25 to 74 years","Males","2.4",""
"2008","Denmark","Not seasonally adjusted data","From 25 to 74 years","Females","2.8",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Total","7.4",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Males","7.3",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Total","Females","7.6",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Total","10.4",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Males","10.8",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","Less than 25 years","Females","9.9",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Total","7.0",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Males","6.8",""
"2008","Germany (until 1990 former territory of the FRG)","Not seasonally adjusted data","From 25 to 74 years","Females","7.3",""
"2008","Estonia","Not seasonally adjusted data","Total","Total","5.5","i"
"2008","Estonia","Not seasonally adjusted data","Total","Males","5.8","i"
"2008","Estonia","Not seasonally adjusted data","Total","Females","5.1","i"
"2008","Estonia","Not seasonally adjusted data","Less than 25 years","Total","12.0","i"
"2008","Estonia","Not seasonally adjusted data","Less than 25 years","Males","12.6","i"
"2008","Estonia","Not seasonally adjusted data","Less than 25 years","Females","11.3","i"
"2008","Estonia","Not seasonally adjusted data","From 25 to 74 years","Total","4.6","i"
"2008","Estonia","Not seasonally adjusted data","From 25 to 74 years","Males","4.8","i"
"2008","Estonia","Not seasonally adjusted data","From 25 to 74 years","Females","4.4","i"
"2008","Ireland","Not seasonally adjusted data","Total","Total","6.4",""
"2008","Ireland","Not seasonally adjusted data","Total","Males","7.6",""
"2008","Ireland","Not seasonally adjusted data","Total","Females","4.9",""
"2008","Ireland","Not seasonally adjusted data","Less than 25 years","Total","13.3",""
"2008","Ireland","Not seasonally adjusted data","Less than 25 years","Males","16.0",""
"2008","Ireland","Not seasonally adjusted data","Less than 25 years","Females","10.3",""
"2008","Ireland","Not seasonally adjusted data","From 25 to 74 years","Total","5.2",""
"2008","Ireland","Not seasonally adjusted data","From 25 to 74 years","Males","6.1",""
"2008","Ireland","Not seasonally adjusted data","From 25 to 74 years","Females","3.8",""
"2008","Greece","Not seasonally adjusted data","Total","Total","7.8",""
"2008","Greece","Not seasonally adjusted data","Total","Males","5.1",""
"2008","Greece","Not seasonally adjusted data","Total","Females","11.5",""
"2008","Greece","Not seasonally adjusted data","Less than 25 years","Total","21.9",""
"2008","Greece","Not seasonally adjusted data","Less than 25 years","Males","16.9",""
"2008","Greece","Not seasonally adjusted data","Less than 25 years","Females","28.3",""
"2008","Greece","Not seasonally adjusted data","From 25 to 74 years","Total","6.6",""
"2008","Greece","Not seasonally adjusted data","From 25 to 74 years","Males","4.2",""
"2008","Greece","Not seasonally adjusted data","From 25 to 74 years","Females","10.1",""
"2008","Spain","Not seasonally adjusted data","Total","Total","11.3",""
"2008","Spain","Not seasonally adjusted data","Total","Males","10.1",""
"2008","Spain","Not seasonally adjusted data","Total","Females","12.8",""
"2008","Spain","Not seasonally adjusted data","Less than 25 years","Total","24.5",""
"2008","Spain","Not seasonally adjusted data","Less than 25 years","Males","23.6",""
"2008","Spain","Not seasonally adjusted data","Less than 25 years","Females","25.5",""
"2008","Spain","Not seasonally adjusted data","From 25 to 74 years","Total","9.7",""
"2008","Spain","Not seasonally adjusted data","From 25 to 74 years","Males","8.5",""
"2008","Spain","Not seasonally adjusted data","From 25 to 74 years","Females","11.3",""
"2008","France","Not seasonally adjusted data","Total","Total","7.4",""
"2008","France","Not seasonally adjusted data","Total","Males","7.0",""
"2008","France","Not seasonally adjusted data","Total","Females","7.9",""
"2008","France","Not seasonally adjusted data","Less than 25 years","Total","19.0",""
"2008","France","Not seasonally adjusted data","Less than 25 years","Males","19.2",""
"2008","France","Not seasonally adjusted data","Less than 25 years","Females","18.8",""
"2008","France","Not seasonally adjusted data","From 25 to 74 years","Total","6.1",""
"2008","France","Not seasonally adjusted data","From 25 to 74 years","Males","5.6",""
"2008","France","Not seasonally adjusted data","From 25 to 74 years","Females","6.7",""
"2008","Croatia","Not seasonally adjusted data","Total","Total","8.6",""
"2008","Croatia","Not seasonally adjusted data","Total","Males","7.1",""
"2008","Croatia","Not seasonally adjusted data","Total","Females","10.4",""
"2008","Croatia","Not seasonally adjusted data","Less than 25 years","Total","23.7",""
"2008","Croatia","Not seasonally adjusted data","Less than 25 years","Males","20.6",""
"2008","Croatia","Not seasonally adjusted data","Less than 25 years","Females","28.3",""
"2008","Croatia","Not seasonally adjusted data","From 25 to 74 years","Total","6.9",""
"2008","Croatia","Not seasonally adjusted data","From 25 to 74 years","Males","5.4",""
"2008","Croatia","Not seasonally adjusted data","From 25 to 74 years","Females","8.7",""
"2008","Italy","Not seasonally adjusted data","Total","Total","6.7",""
"2008","Italy","Not seasonally adjusted data","Total","Males","5.5",""
"2008","Italy","Not seasonally adjusted data","Total","Females","8.5",""
"2008","Italy","Not seasonally adjusted data","Less than 25 years","Total","21.2",""
"2008","Italy","Not seasonally adjusted data","Less than 25 years","Males","18.8",""
"2008","Italy","Not seasonally adjusted data","Less than 25 years","Females","24.7",""
"2008","Italy","Not seasonally adjusted data","From 25 to 74 years","Total","5.6",""
"2008","Italy","Not seasonally adjusted data","From 25 to 74 years","Males","4.4",""
"2008","Italy","Not seasonally adjusted data","From 25 to 74 years","Females","7.2",""
"2008","Cyprus","Not seasonally adjusted data","Total","Total","3.7",""
"2008","Cyprus","Not seasonally adjusted data","Total","Males","3.2",""
"2008","Cyprus","Not seasonally adjusted data","Total","Females","4.3",""
"2008","Cyprus","Not seasonally adjusted data","Less than 25 years","Total","9.0",""
"2008","Cyprus","Not seasonally adjusted data","Less than 25 years","Males","8.7",""
"2008","Cyprus","Not seasonally adjusted data","Less than 25 years","Females","9.4",""
"2008","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Total","3.1",""
"2008","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Males","2.7",""
"2008","Cyprus","Not seasonally adjusted data","From 25 to 74 years","Females","3.6",""
"2008","Latvia","Not seasonally adjusted data","Total","Total","7.7",""
"2008","Latvia","Not seasonally adjusted data","Total","Males","8.4",""
"2008","Latvia","Not seasonally adjusted data","Total","Females","7.1",""
"2008","Latvia","Not seasonally adjusted data","Less than 25 years","Total","13.6",""
"2008","Latvia","Not seasonally adjusted data","Less than 25 years","Males","14.0",""
"2008","Latvia","Not seasonally adjusted data","Less than 25 years","Females","13.1",""
"2008","Latvia","Not seasonally adjusted data","From 25 to 74 years","Total","6.9",""
"2008","Latvia","Not seasonally adjusted data","From 25 to 74 years","Males","7.4",""
"2008","Latvia","Not seasonally adjusted data","From 25 to 74 years","Females","6.4",""
"2008","Lithuania","Not seasonally adjusted data","Total","Total","5.8",""
"2008","Lithuania","Not seasonally adjusted data","Total","Males","6.0",""
"2008","Lithuania","Not seasonally adjusted data","Total","Females","5.6",""
"2008","Lithuania","Not seasonally adjusted data","Less than 25 years","Total","13.3",""
"2008","Lithuania","Not seasonally adjusted data","Less than 25 years","Males","13.0",""
"2008","Lithuania","Not seasonally adjusted data","Less than 25 years","Females","13.9",""
"2008","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Total","5.0",""
"2008","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Males","5.2",""
"2008","Lithuania","Not seasonally adjusted data","From 25 to 74 years","Females","4.9",""
"2008","Luxembourg","Not seasonally adjusted data","Total","Total","4.9",""
"2008","Luxembourg","Not seasonally adjusted data","Total","Males","4.1",""
"2008","Luxembourg","Not seasonally adjusted data","Total","Females","5.9",""
"2008","Luxembourg","Not seasonally adjusted data","Less than 25 years","Total","17.3",""
"2008","Luxembourg","Not seasonally adjusted data","Less than 25 years","Males","13.4",""
"2008","Luxembourg","Not seasonally adjusted data","Less than 25 years","Females","22.0",""
"2008","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Total","3.9",""
"2008","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Males","3.4",""
"2008","Luxembourg","Not seasonally adjusted data","From 25 to 74 years","Females","4.6",""
"2008","Hungary","Not seasonally adjusted data","Total","Total","7.8","i"
"2008","Hungary","Not seasonally adjusted data","Total","Males","7.7","i"
"2008","Hungary","Not seasonally adjusted data","Total","Females","8.0","i"
"2008","Hungary","Not seasonally adjusted data","Less than 25 years","Total","19.5","i"
"2008","Hungary","Not seasonally adjusted data","Less than 25 years","Males","18.9","i"
"2008","Hungary","Not seasonally adjusted data","Less than 25 years","Females","20.4","i"
"2008","Hungary","Not seasonally adjusted data","From 25 to 74 years","Total","6.9","i"
"2008","Hungary","Not seasonally adjusted data","From 25 to 74 years","Males","6.7","i"
"2008","Hungary","Not seasonally adjusted data","From 25 to 74 years","Females","7.1","i"
"2008","Malta","Not seasonally adjusted data","Total","Total","6.0",""
"2008","Malta","Not seasonally adjusted data","Total","Males","5.6",""
"2008","Malta","Not seasonally adjusted data","Total","Females","6.8",""
"2008","Malta","Not seasonally adjusted data","Less than 25 years","Total","11.7",""
"2008","Malta","Not seasonally adjusted data","Less than 25 years","Males","13.1",""
"2008","Malta","Not seasonally adjusted data","Less than 25 years","Females","10.0",""
"2008","Malta","Not seasonally adjusted data","From 25 to 74 years","Total","4.8",""
"2008","Malta","Not seasonally adjusted data","From 25 to 74 years","Males","4.3",""
"2008","Malta","Not seasonally adjusted data","From 25 to 74 years","Females","5.8",""
"2008","Netherlands","Not seasonally adjusted data","Total","Total","3.7",""
"2008","Netherlands","Not seasonally adjusted data","Total","Males","3.0",""
"2008","Netherlands","Not seasonally adjusted data","Total","Females","4.5",""
"2008","Netherlands","Not seasonally adjusted data","Less than 25 years","Total","8.6",""
"2008","Netherlands","Not seasonally adjusted data","Less than 25 years","Males","9.3",""
"2008","Netherlands","Not seasonally adjusted data","Less than 25 years","Females","7.8",""
"2008","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Total","2.7",""
"2008","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Males","1.9",""
"2008","Netherlands","Not seasonally adjusted data","From 25 to 74 years","Females","3.8",""
"2008","Austria","Not seasonally adjusted data","Total","Total","4.1",""
"2008","Austria","Not seasonally adjusted data","Total","Males","3.9",""
"2008","Austria","Not seasonally adjusted data","Total","Females","4.4",""
"2008","Austria","Not seasonally adjusted data","Less than 25 years","Total","8.5",""
"2008","Austria","Not seasonally adjusted data","Less than 25 years","Males","8.4",""
"2008","Austria","Not seasonally adjusted data","Less than 25 years","Females","8.6",""
"2008","Austria","Not seasonally adjusted data","From 25 to 74 years","Total","3.4",""
"2008","Austria","Not seasonally adjusted data","From 25 to 74 years","Males","3.2",""
"2008","Austria","Not seasonally adjusted data","From 25 to 74 years","Females","3.7",""
"2008","Poland","Not seasonally adjusted data","Total","Total","7.1",""
"2008","Poland","Not seasonally adjusted data","Total","Males","6.4",""
"2008","Poland","Not seasonally adjusted data","Total","Females","7.9",""
"2008","Poland","Not seasonally adjusted data","Less than 25 years","Total","17.2",""
"2008","Poland","Not seasonally adjusted data","Less than 25 years","Males","15.2",""
"2008","Poland","Not seasonally adjusted data","Less than 25 years","Females","19.7",""
"2008","Poland","Not seasonally adjusted data","From 25 to 74 years","Total","5.8",""
"2008","Poland","Not seasonally adjusted data","From 25 to 74 years","Males","5.3",""
"2008","Poland","Not seasonally adjusted data","From 25 to 74 years","Females","6.5",""
"2008","Portugal","Not seasonally adjusted data","Total","Total","8.8","e"
"2008","Portugal","Not seasonally adjusted data","Total","Males","8.6","e"
"2008","Portugal","Not seasonally adjusted data","Total","Females","9.0","e"
